#,,base:cevent_training_trial_type,,,,,cevent_training_eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,individual_prop,,,,,,,,,,,,,,,,,,individual_mean_dur,,,,,,,,,,,,,,,,,,individual_freq,,,,,,,,,,,,,,,,,
#,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#subID,expID,onset,offset,category,trialsID,instanceID,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all,cat-all
18812,188,229,231.25,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,188,240.45,242.7,3,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,188,251.9,254.15,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,188,263.35,265.6,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,188,274.8,277.05,3,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,188,286.25,288.5,4,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18812,188,297.7,299.95,3,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,0,2.25,3,1,1,0,0,0,0,0,0,0,0,0,0.25511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0
18813,188,11.45,13.7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
18813,188,22.9,25.15,4,1,3,0,0,0,0,0,0.15911,0,0,0,0,0,0.76178,0.060889,0,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,1.714,0.137,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,26.667,26.667,0,0,0,0,0
18813,188,34.35,36.6,2,1,4,0.17733,0,0,0,0,0,0,0,0.26533,0,0,0,0,0,0,0.22178,0.12133,0,0.399,0,0,0,0,0,0,0,0.597,0,0,0,0,0,0,0.499,0.273,0,26.667,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,26.667,26.667,0
18813,188,45.8,48.05,3,1,5,0,0.42089,0,0.55911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947,0,1.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,57.25,59.5,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.87822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0
18813,188,68.7,70.95,3,1,7,0,0,0,0,0,0,0,0,0,0.36311,0,0,0,0,0,0,0.496,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,0,0,0,1.116,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,26.667,0
18813,188,80.15,82.4,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0
18813,188,91.6,93.85,2,1,9,0,0,0,0.85511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,103.05,105.3,4,1,10,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,114.5,116.75,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46889,0.27511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,0.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,26.667,0,0
18813,188,125.95,128.2,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14889,0,0,0,0.62756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,1.412,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,26.667
18813,188,137.4,139.65,2,1,13,0,0,0,0,0.15067,0,0,0,0,0,0,0.42267,0,0.18222,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0.951,0,0.41,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,26.667,0,26.667,0,0,0,0
18813,188,148.85,151.1,4,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0
18813,188,160.3,162.55,3,1,15,0,0,0,0,0.81467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,171.75,174,4,1,16,0,0,0,0,0,0.070222,0,0,0,0,0,0.77867,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,1.752,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,26.667,0,0,0,0,0,0
18813,188,183.2,185.45,2,1,17,0,0,0,0.80133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,194.65,196.9,3,1,18,0,0.21244,0,0,0,0,0,0,0,0,0,0,0,0.10578,0,0,0,0,0,0.478,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0
18813,188,206.1,208.35,4,1,19,0,0.50756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,217.55,219.8,4,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11511,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,26.667
18813,188,229,231.25,2,1,21,0,0,0.40533,0,0.28267,0,0,0,0,0,0,0.19511,0,0,0,0,0,0,0,0,0.912,0,0.636,0,0,0,0,0,0,0.439,0,0,0,0,0,0,0,0,26.667,0,26.667,0,0,0,0,0,0,26.667,0,0,0,0,0,0
18813,188,240.45,242.7,3,1,22,0.86844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,251.9,254.15,3,1,23,0,0,0,0.088444,0,0,0,0,0,0,0,0,0,0.58578,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0.659,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,53.333,0,0,0,0
18813,188,263.35,265.6,2,1,24,0,0,0,0,0,0.86044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0,0,0,0
18813,188,274.8,277.05,3,1,25,0,0,0,0.35422,0,0,0,0,0.41644,0,0,0,0,0,0,0,0,0,0,0,0,0.797,0,0,0,0,0.937,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0,0,0,26.667,0,0,0,0,0,0,0,0,0
